_id,achievement,birthCountry,century,classification,image,intro,latitude,longitude,mactutorUrl,name,number,wikiUrl,year
64a483d0af31172b76211876,"A British computer engineer who helped to develop the world's first business computer, LEO (Lyons Electronic Office). He has been called ""the world's first corporate electronic systems analyst"" and ""the world's first software engineer"". He carried out the systems analysis and charting for the world's first routine business computer job, thus he is also called ""the first business application programmer"".",England,20,“hardware”,https://static01.nyt.com/images/2008/06/29/business/29caminer.190.jpg?quality=75&auto=webp&disable=upscale,"David Caminer (1915-2008) was a British computer pioneer known for his leadership in the development of the Leo computer system, the first computer used for commercial business applications. Caminer's work had a significant impact on the integration of computers into business operations and the advancement of computer technology.",51.507,0.1276,,David Caminer,47,https://en.wikipedia.org/wiki/David_Caminer,1951
64a483d0af31172b76211877,"Known for developing the MESM (Small Electronic Calculating Machine), one of the earliest electronic computers. Lebedev's pioneering work in computer architecture and design laid the groundwork for subsequent advancements in computing technology, contributing to the growth of the field globally.",Russia,20,"“hardware”,”programming languages”",https://upload.wikimedia.org/wikipedia/en/6/63/Lebedevwrite.jpg,"Sergei Alekseyevich Lebedev (1902-1974) was a notable Soviet computer scientist and engineer. He led the development of the MESM, one of the earliest electronic computers. Lebedev's contributions to the Soviet computer industry and advancements in computer technology have left a lasting impact on the field of computer science.",56.3269,44.0059,,Sergei Alekseyevich Lebedev,48,https://en.wikipedia.org/wiki/Sergey_Lebedev_(scientist),1951
64a483d0af31172b76211878,"Pioneered work on the necessity for high-level programming languages, which she termed automatic programming; wrote the A-O compiler, which heavily influenced the COBOL language",U.S.A,20,”programming languages”,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Commodore_Grace_M._Hopper%2C_USN_%28covered%29.jpg/240px-Commodore_Grace_M._Hopper%2C_USN_%28covered%29.jpg,Grace Hopper (1906-1992) was a pioneering American computer scientist and naval officer. She developed the first compiler and played a crucial role in the development of early computer systems. Hopper's contributions to programming languages and software standardization have had a profound and lasting impact on the field of computer science.,40.7128,-74.006,https://mathshistory.st-andrews.ac.uk/Biographies/Hopper/,Grace Hopper,49,https://en.wikipedia.org/wiki/Grace_Hopper,1952
64a483d0af31172b76211879,"Known for inventing Huffman coding, a data compression algorithm widely used today. His algorithm efficiently assigns shorter codes to frequently occurring symbols, revolutionizing data compression and making it a fundamental tool in computer science and information theory.",U.S.A,20,“information theory”,https://www.huffmancoding.com/wp-content/uploads/2008/12/dah.jpg,"David Huffman (1925-1999) was an influential American computer scientist known for developing the Huffman coding algorithm, a widely used method for lossless data compression. His work in information theory and coding theory has had a significant impact on the field of data compression and its applications in various domains.",41.8506,-87.7937,,David Huffman,50,https://en.wikipedia.org/wiki/David_A._Huffman,1952
64a483d0af31172b7621187a,"An influential American computer scientist who established IBM's first Applied Science Department. He played a critical role in the development of IBM's first commercial scientific computer, the IBM 701, and the promotion of FORTRAN, an early high-level programming language. Hurd also initiated the CSNET project, a precursor to the internet.",U.S.A,20,“hardware”,https://ethw.org/w/images/a/ac/180px-Cuthbert_Hurd.jpg,"Cuthbert C. Hurd (1911-1996) was an American computer scientist and engineer. He played a pivotal role in the development of the IBM System/360 computer system, one of the most influential in history. Hurd's work in computer architecture and system design contributed to the advancement of computing technology.",43.4014,-94.8335,,Cuthbert Hurd,51,https://en.wikipedia.org/wiki/Cuthbert_Hurd,1952
64a483d0af31172b7621187b,"He is widely recognized as the first recipient of the Turing Award in 1966 for his influential work in advancing the understanding and practice of programming languages. Perlis was a strong advocate for rigorous programming techniques, modularity, and the importance of clear and expressive programming languages. He also played a crucial role in the development of ALGOL, an influential programming language. Perlis made significant contributions to the field of computer science through his research, teaching, and advocacy for the discipline.
",U.S.A,20,”programming languages”,https://upload.wikimedia.org/wikipedia/en/5/59/Alan_Perlis.jpg,Alan J. Perlis (1922-1990) was an influential American computer scientist known for his work in programming languages. He was the first recipient of the Turing Award for his contributions to the theory and practice of programming. Perlis' emphasis on clarity and simplicity in programming had a lasting impact on the field.,40.4404,-79.9959,,Alan Perlis,52,https://en.wikipedia.org/wiki/Alan_Perlis,1952
64a483d0af31172b7621187c,"Creator of the Karnaugh map, a variation on Edward Veitch's Veitch chart ; rediscovery of Allan Marquand's much earlier logical diagram used for logic function minimization",U.S.A,20,“digital logic design”,https://3.bp.blogspot.com/-NrLEkfb2m_Y/VED3qLYI59I/AAAAAAAAAo8/6_44ryzrC70/s1600/karnaugh.png,"Maurice Karnaugh (1924-2019) was an American mathematician and electrical engineer. He is known for his work on Boolean algebra and logic minimization, which led to the development of the Karnaugh map, a graphical method for simplifying logical expressions. Karnaugh's contributions have had a significant impact on digital circuit design and optimization.",40.7125,-74.008,,Maurice Karnaugh,53,https://en.wikipedia.org/wiki/Maurice_Karnaugh,1952
64a483d0af31172b7621187d,Known for his pioneering work in dynamic programming and optimal control theory. He formulated the Bellman Equation and contributed to the development of the Bellman Ford algorithm. His ideas continue to be influential in fields such as operations research and machine learning.,U.S.A,20,“control systems”,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Richard_Ernest_Bellman.jpg/220px-Richard_Ernest_Bellman.jpg,"Richard E. Bellman (1920-1984) was an influential American mathematician and computer scientist known for his pioneering work in dynamic programming. His research in optimization and control theory laid the foundation for the application of dynamic programming in various fields, revolutionizing decision-making processes and algorithmic approaches.",40.6782,-73.9442,https://mathshistory.st-andrews.ac.uk/Biographies/Bellman/,Richard E. Bellman,54,https://en.wikipedia.org/wiki/Richard_E._Bellman,1953
64a483d0af31172b7621187e,"Physicist and researcher at Bell Labs, developed the reflected binary code (RBC) or Gray code.Gray's methodologies are used for error detection and correction in digital communication systems, such as QAM in digital subscriber line networks.",U.S.A,20,"“theory of computation” ,”hardware”",https://upload.wikimedia.org/wikipedia/en/d/df/Frank_Gray_small_crop.jpg,"Frank Gray, an American engineer and inventor, is known for his invention of the Gray code, a binary numeral system used in digital communication and information storage. The Gray code, also called reflected binary code, has applications in error detection, data transmission, and hardware systems.",39.5532,-85.1758,,Frank Gray,55,https://en.wikipedia.org/wiki/Frank_Gray_(researcher),1953
64a483d0af31172b7621187f,"Renowned British computer scientist and pioneer in the field of natural language processing (NLP). Jones made significant contributions to information retrieval and computational linguistics, particularly in developing statistical methods for language modeling and text analysis. Her work laid the foundation for modern search engines and machine learning approaches in NLP, revolutionizing how computers understand and process human language.",England,20,"“human-computer interaction” , “natural language processing” , “information retrieval”",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Karen_Sp%C3%A4rck.jpg/220px-Karen_Sp%C3%A4rck.jpg,"Karen Spärck Jones (1935-2007) was a prominent British computer scientist known for her work in information retrieval and natural language processing. She developed the concept of inverse document frequency (IDF), a crucial component of modern search engines. Spärck Jones' contributions revolutionized information retrieval systems and computational linguistics.",53.6458,-1.785,,Karen Spärck Jones,56,https://en.wikipedia.org/wiki/Karen_Sp%C3%A4rck_Jones,1953
64a483d0af31172b76211880,"Proposed Reverse Polish Notation with Don Warren and Jesse Wright in 1954, unaware of Konrad Zuse's earlier use of postfix notation in his Z3 in 1941, and later independently reinvented by Friedrich L. Bauer and Edsger W. Dijkstra for use with stacks.",U.S.A,20,"“theory of computation” ,”hardware”",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Arthur_Burks.jpg/220px-Arthur_Burks.jpg,"Arthur Walter Burks (1915-2008) was an American mathematician and computer scientist. He worked alongside John von Neumann on the development of the ENIAC computer, one of the first electronic general-purpose computers. Burks also made significant contributions to the field of symbolic logic and the design of early computer architectures.",46.7867,-92.1003,,Arthur Burks ,57,https://en.wikipedia.org/wiki/Arthur_Burks,1954
64a483d0af31172b76211881,Helped establish and taught the first graduate course in computer science (at Harvard); invented the APL programming language; contributions to interactive computing,Canada,20,”programming languages”,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Kei_younger.jpg/220px-Kei_younger.jpg,"Kenneth Iverson (1920-2004) was a Canadian computer scientist and mathematician. He is best known as the creator of the APL (A Programming Language) programming language. Iverson's work in developing APL introduced innovative concepts, such as array-oriented programming and concise notation, which had a significant impact on the field of programming languages.",53.0173,112.8251,,Kenneth Iverson,58,https://en.wikipedia.org/wiki/Kenneth_E._Iverson,1954
64a483d0af31172b76211882,"Led the team that created FORTRAN (Formula Translation), the first practical high-level programming language, and formulated the Backus–Naur form that described the formal language syntax.",U.S.A,20,”programming languages”,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/John_Backus_2.jpg/220px-John_Backus_2.jpg,"John W. Backus (1924-2007) was an American computer scientist and inventor. He led the team at IBM that developed the programming language FORTRAN, one of the first high-level programming languages. Backus' work in language design and compiler development made programming more accessible and efficient, revolutionizing the field of software development.",39.9526,-75.1649,https://mathshistory.st-andrews.ac.uk/Biographies/Backus/,John Backus,59,https://en.wikipedia.org/wiki/John_Backus,1954
64a483d0af31172b76211883,"Known for leading the development of Austria's first fully transistorized computer, the Mailüfterl. He also contributed to the design of the influential programming language ALGOL 60. Zemanek's work advanced computer technology and programming languages, leaving a lasting impact on the field.",Austria,20,"“hardware”,”programming languages”",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Heinz_Zemanek_JKU_2007.jpg/250px-Heinz_Zemanek_JKU_2007.jpg,"Heinz Zemanek (1920-2014) was an Austrian computer scientist and pioneer in the field of computer technology. He led the development of the Mailüfterl computer, one of the earliest transistor-based computers. Zemanek also played a key role in the creation of the ALGOL programming language and made significant contributions to computer architecture and software engineering.",48.2082,16.3734,,Heinz Zemanek,60,https://en.wikipedia.org/wiki/Heinz_Zemanek,1955
64a483d0af31172b76211884,Co-designer of JOHNNIAC. Chaired committee that developed the Code of Fair Information Practice and led to the Privacy Act of 1974. Vice-chair of the Privacy Protection Study Commission.,U.S.A,20,“computer security”,https://static01.nyt.com/images/2013/12/03/business/WARE-obit/WARE-obit-superJumbo.jpg?quality=75&auto=webp,Willis H. Ware (1920-2013) was an American computer scientist and pioneer in the field of computer security. He played a significant role in the development of computer security policies and standards. Ware served as the chief scientist at the RAND Corporation and made significant contributions to the field of cybersecurity.,39.3643,-74.4224,,Willis Ware,61,https://en.wikipedia.org/wiki/Willis_Ware,1955
64a483d0af31172b76211885,"Made contributions to computer science with his work in linguistics. Developed Chomsky hierarchy, directly impacting programming language theory and other branches of computer science.",U.S.A,20,“linguistics and language processing”,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Noam_Chomsky_portrait_2017_retouched.png/220px-Noam_Chomsky_portrait_2017_retouched.png,"Noam Chomsky is an influential American linguist, philosopher, cognitive scientist, and political activist. Known for his theories on generative grammar and the concept of universal grammar, Chomsky has made significant contributions to the study of language and has been a prominent critic of U.S. foreign policy and media propaganda.",40.0502,-75.1333,,Noam Chomsky,62,https://en.wikipedia.org/wiki/Noam_Chomsky,1956
64a483d0af31172b76211886,"He co-developed the Logic Theorist and General Problem Solver, early AI programs. Newell's research on symbolic processing and problem-solving algorithms laid the foundation for AI. His contributions have had a lasting impact on the field of computer science.",U.S.A,20,“artificial intelligence”,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Allen_Newell.jpg/220px-Allen_Newell.jpg,"Allen Newell (1927-1992) was an American computer scientist and cognitive psychologist. He co-developed the Logic Theorist, the first artificial intelligence program, and later worked on the development of the General Problem Solver. Newell also made significant contributions to cognitive psychology, particularly in the field of human problem-solving and decision-making.",37.7743,-122.4191,,Allen Newell,63,https://en.wikipedia.org/wiki/Allen_Newell,1956
64a483d0af31172b76211887,"He made significant contributions to multiple fields, including artificial intelligence, cognitive science, and decision-making. Simon is known for his research on human problem-solving and decision-making processes, and he developed the concept of bounded rationality, which recognizes the limitations of human decision-making in complex situations. He received the Turing Award in 1975 for his contributions to the field of artificial intelligence and cognitive psychology. Simon's interdisciplinary work has had a profound impact on our understanding of human cognition and behavior.",U.S.A,20,“artificial intelligence”,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Herbert_Simon%2C_RIT_NandE_Vol13Num11_1981_Mar19_Complete.jpg/200px-Herbert_Simon%2C_RIT_NandE_Vol13Num11_1981_Mar19_Complete.jpg,"Herbert A. Simon (1916-2001) was an American economist, political scientist, and cognitive psychologist. He co-developed the General Problem Solver and, together with Allen Newell, pioneered the field of artificial intelligence. Simon's work in decision-making and problem-solving has had a lasting impact on cognitive science, economics, and computer science. He was awarded the Nobel Prize in Economics in 1978.",43.0389,-87.9063,,Herbert A. Simon,64,https://en.wikipedia.org/wiki/Herbert_A._Simon,1956
64a483d0af31172b76211888,"Pioneering work on automata theory, parallel computing, artificial intelligence, man-machine interfaces and computer graphics; one of the lead architects of the TR 4 [de] supercomputer; invented Händler diagrams for logic function minimization; devised the Erlangen Classification System [de] (ECS) for parallel computers",Germany,20,“artificial intelligence”,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/WolfgangH%C3%A4ndler.jpg/220px-WolfgangH%C3%A4ndler.jpg,"Wolfgang Händler (1920-1998) was a German mathematician and computer scientist known for his pioneering work in various fields. As a professor at Leibniz University Hannover and the University of Erlangen-Nuremberg, he made significant contributions to automata theory, parallel computing, artificial intelligence, man-machine interfaces, and computer graphics. Händler's work has had a lasting impact on the advancement of these areas of study.",52.3906,13.0643,,Wolfgang Händler,65,https://en.wikipedia.org/wiki/Wolfgang_H%C3%A4ndler,1956
64a483d0af31172b76211889,"Fundamental contributions that shaped the design and testing of digital systems, including the first algorithm for digital logic synthesis, the Quine-McCluskey logic minimization method.",U.S.A,20,“digital logic design”,https://ethw.org/w/images/thumb/7/7d/Edward_J._McCluskey_2439%281%29.jpg/300px-Edward_J._McCluskey_2439%281%29.jpg,"Edward J. McCluskey (1929-2016) was an American electrical engineer and computer scientist. He made significant contributions to the field of digital logic design, particularly in the area of logic synthesis and switching theory. McCluskey's work on simplifying logic circuits and developing methods for optimizing Boolean functions has had a profound impact on the design of digital systems.",40.7123,-74.006,,Edward J. McCluskey,66,https://en.wikipedia.org/wiki/Edward_J._McCluskey,1956
64a483d0af31172b7621188a,"Whilst working for the National Bureau of Standards (NBS), Kirsch used a recently developed image scanner to scan and store the first digital photograph.His scanned photo of his three-month-old son was deemed by Life magazine as one of the ""100 Photographs That Changed The World.”",U.S.A,20,“computer graphics”,https://storage.googleapis.com/afs-prod/media/db0e9712ce004287bae6f515c17dc604/2884.jpeg,Russell Gray Kirsch (1929-2020) was an American computer scientist and inventor. He is known for developing the first digital image scanner and the first digital image using a computer in 1957. Kirsch's contributions to digital imaging and his invention of the pixel have had a profound impact on the field of computer graphics and image processing.,40.7128,-74.0059,,Russell Gray Kirsch,67,https://en.wikipedia.org/wiki/Russell_Kirsch,1957
64a483d0af31172b7621188b,"Known for creating the LISP programming language, a significant development in artificial intelligence (AI) research. He coined the term ""artificial intelligence"" and made contributions to time-sharing systems and formal logic. McCarthy received the Turing Award for his groundbreaking work in computer science.",U.S.A,20,"“artificial intelligence” , “programming languages” , “theory of computation”",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/John_McCarthy_Stanford.jpg/220px-John_McCarthy_Stanford.jpg,"John McCarthy (1927-2011) was an American computer scientist and cognitive scientist. He is known for coining the term ""artificial intelligence"" and pioneering research in the field. McCarthy developed the Lisp programming language, which became a major tool for AI research. His contributions laid the foundations for modern AI and symbolic programming.",42.36,-71.0582,,John McCarthy,68,https://en.wikipedia.org/wiki/John_McCarthy_(computer_scientist),1958
64a483d0af31172b7621188c,Designed the software of the first transistor-based computer. Also influenced the ALGOL programming language.,U.S.A,20,“programming languages” ,https://history.computer.org/pioneers/images/rosen.jpg,"Saul Rosen (1922-1991) was an American computer science pioneer known for designing the software for the Philco Transac S-2000, the first transistor-based computer. He also contributed to programming language design, particularly influencing the ALGOL language. Rosen played a key role in establishing the Association for Computing Machinery and co-founded the journal Annals of the History of Computing.",41.0017,-73.6657,,Saul Rosen,69,https://en.wikipedia.org/wiki/Saul_Rosen,1958
64a483d0af31172b7621188d,"Proved ""don't-care"" circuit minimization does not necessarily yield optimal results; proved that the ALGOL programming language was context-free (linking formal language theory to the problem of compiler writing); invented AFL Theory",U.S.A,20,"“formal language theory” , “automata theory”",https://gurdjieffbooks.files.wordpress.com/2011/10/seymourginsburg3.jpg,"Seymour Ginsburg (1927-2004) was an American computer scientist and mathematician. He made significant contributions to formal languages and automata theory. Ginsburg developed the concept of ""context-free languages"" and contributed to the theory of pushdown automata. His work has had a lasting impact on the field of theoretical computer science and programming language design.",40.6781,-73.9442,,Seymour Ginsburg,70,https://en.wikipedia.org/wiki/Seymour_Ginsburg,1958
64a483d0af31172b7621188e,"Known for his seminal book ""The Mythical Man-Month"" which addresses the challenges of managing large-scale software projects. Brooks also played a key role in the development of IBM's System/360 mainframe computer series. His insights on software engineering, project management, and computer architecture have had a profound and lasting impact on the field of computer science.",U.S.A,20,"“human-computer interaction” , “software engineering”",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Fred_Brooks.jpg/220px-Fred_Brooks.jpg,"Frederick P. Brooks Jr. (born 1931) is an American computer scientist and software engineer. He is best known for managing the development of IBM's System/360 mainframe computer and for writing the influential book ""The Mythical Man-Month."" Brooks' work has greatly influenced the field of software engineering and project management. He received the Turing Award in 1999.",35.994,-78.8982,,Fred Brooks,71,https://en.wikipedia.org/wiki/Fred_Brooks,1959
64a483d0af31172b7621188f,"Known as ""Lick,"" was an American psychologist and computer scientist who played a significant role in the early development of the Internet and human-computer interaction. He is often referred to as one of the ""fathers of the Internet."" Licklider's ideas and vision about interactive computing and a connected global network laid the foundation for what would become the modern Internet.",U.S.A,20,"“human-computer interaction” , “networking” , “internet”",https://upload.wikimedia.org/wikipedia/commons/6/66/J._C._R._Licklider.jpg,"J.C.R. Licklider (1915-1990) was an American psychologist and computer scientist. He is considered one of the pioneers of the field of computer science. Licklider was instrumental in the development of ARPANET, the precursor to the internet, and he played a key role in promoting the concept of human-computer interaction and the idea of a global computer network. His visionary ideas laid the foundation for the digital age we live in today.",38.627,-90.1993,,J. C. R. Licklider,72,https://en.wikipedia.org/wiki/J._C._R._Licklider,1960
64a483d0af31172b76211890,"Co-developed the Backus-Naur Form (BNF) used for describing programming language syntax. He contributed to the development of Algol 60, a major influence on programming languages. Naur was also a pioneer in software engineering and received the Turing Award in 2005 for his contributions.",Denmark,20,"“programming languages”  , “software engineering”",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Peternaur.JPG/220px-Peternaur.JPG,"Peter Naur (1928-2016) was a Danish computer scientist and Turing Award recipient. He made significant contributions to the development of programming languages, particularly with the development of the programming language ALGOL 60. Naur's work emphasized the importance of precise language specification and formal methods in software development.",55.6773,12.5134,,Peter Naur,73,https://en.wikipedia.org/wiki/Peter_Naur,1960
64a483d0af31172b76211891,"One of two independent inventors of the concept of digital packet switching used in modern computer networking including the Internet. Published a series of briefings and papers about dividing information into ""message blocks"" and sending them over distributed networks (1960–1964).",Belarus,20," “networking” , “communication”",https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Paul_Baran.jpg/150px-Paul_Baran.jpg,"Paul Baran (1926-2011) was a Polish-born American engineer and pioneer in the field of computer networking. He is credited with the development of packet switching, a fundamental concept behind modern computer networks. Baran's work laid the foundation for the creation of the Internet as we know it today.",53.6683,23.8223,,Paul Baran,74,https://en.wikipedia.org/wiki/Paul_Baran,1960
64a483d0af31172b76211892,"Proposed the stack for expression evaluation, with Edsger W. Dijkstra. Influential in establishing computer science as an independent discipline of science; coined the term software engineering. Contributed to numerical analysis, fundamentals of interpretation and translation of programming languages, systematics of program development, program transformation, and cryptology.",Germany,20,"“programming languages”  , “software engineering”",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/FriedrichLudwigBauer.jpg/220px-FriedrichLudwigBauer.jpg,"Friedrich L. Bauer (1924-2015) was a German computer scientist and pioneer in the field of computer science. He made significant contributions to the development of programming languages, compilers, and operating systems. Bauer was also known for his work on formal methods in software engineering and his contributions to the field of cryptography.",49.0134,12.1014,,Friedrich L. Bauer,75,https://en.wikipedia.org/wiki/Friedrich_L._Bauer,1960
64a483d0af31172b76211893,"Pioneered the application of queueing theory to model delays in message switching networks in his Ph.D. thesis in 1961–1962, published as a book in 1964. He later published several of the standard works on the subject. In the early 1970s, he applied queueing theory to model the performance of packet switching networks. This work played an influential role in the development of the ARPANET, the precursor to the Internet. He supervised many graduate students who worked on the communication protocols for internetworking which led to the Internet. His theoretical work on hierarchical routing in the late 1970s with student Farouk Kamoun remains critical to the operation of the Internet today.",U.S.A,20," “networking” , “communication”",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Leonard_Kleinrock_-_Internet_Hall_of_Fame_inductees_2012_%28cropped%29.jpg/200px-Leonard_Kleinrock_-_Internet_Hall_of_Fame_inductees_2012_%28cropped%29.jpg,"Leonard Kleinrock (born 1934) is an American computer scientist known for his pioneering work on packet switching theory, which laid the foundation for the development of the Internet. He played a key role in the creation of ARPANET, the precursor to the Internet, and is considered one of the fathers of the Internet.",40.8113,-73.9465,,Leonard Kleinrock,76,https://en.wikipedia.org/wiki/Leonard_Kleinrock,1961
64a483d0af31172b76211894,"Developed the formal language Communicating Sequential Processes (CSP), Hoare logic for verifying program correctness, and Quicksort; fundamental contributions to the definition and design of programming languages",Sri Lanka,20,“algorithms”,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Sir_Tony_Hoare_IMG_5125.jpg/220px-Sir_Tony_Hoare_IMG_5125.jpg,"C. A. R. Hoare (born 1934), also known as Tony Hoare, is a British computer scientist and Turing Award recipient. He is best known for his development of the Quicksort algorithm and the concept of Hoare logic, which is widely used in program verification. Hoare's work has significantly influenced the field of computer science and software engineering.",6.9271,79.8612,,C. A. R. Hoare,77,https://en.wikipedia.org/wiki/Tony_Hoare,1961
64a483d0af31172b76211895,"Designed LINC, the first functional computer scaled down and priced for individual users (1963). Many of its features are considered prototypes of essential elements of personal computers.",U.S.A,20,“hardware”,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Wesley_A_Clark_2009_Portrait.jpg/200px-Wesley_A_Clark_2009_Portrait.jpg,"Wesley A. Clark (born 1927) is an American computer scientist and engineer. He played a vital role in the development of computer systems and parallel computing. Clark co-designed the groundbreaking IBM Stretch supercomputer and contributed to the creation of the Burroughs B5000 computer system, which introduced innovative concepts like virtual memory and hardware support for multitasking.",41.3082,-72.9272,,Wesley A. Clark,78,https://en.wikipedia.org/wiki/Wesley_A._Clark,1962
64a483d0af31172b76211896,"With Kristen Nygaard, co-developed the Simula programming language in the 1960s, introducing object-oriented programming concepts. Simula's influence on modern languages earned Dahl the Turing Award in 2001. He also contributed to computer science education as a professor at the University of Oslo.",Norway,20,“programming languages” ,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Ole-Johan_Dahl.jpg/220px-Ole-Johan_Dahl.jpg,"Ole-Johan Dahl (1931-2002) was a Norwegian computer scientist and co-creator of the programming language Simula. He made significant contributions to object-oriented programming and software engineering. Dahl's work on Simula, the first language to support object-oriented programming concepts, had a profound impact on the development of modern programming languages and software engineering practices.",58.0273,7.4533,,Ole-Johan Dahl,79,https://en.wikipedia.org/wiki/Ole-Johan_Dahl,1962
64a483d0af31172b76211897,"With Ole-Johan Dahl, co-developed Simula, the first object-oriented programming language. His work revolutionized software development and influenced the development of modern programming languages. He was also involved in trade unions and received the Turing Award in 2001 for his contributions to computer science.",Norway,20,“programming languages” ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Kristen-Nygaard-SBLP-1997-head.png/220px-Kristen-Nygaard-SBLP-1997-head.png,"Kristen Nygaard (1926-2002) was a Norwegian computer scientist and co-creator of the programming language Simula. He made significant contributions to the field of object-oriented programming and software engineering. Nygaard's work on Simula, along with Ole-Johan Dahl, revolutionized programming language design and laid the foundation for modern object-oriented programming languages.",59.9133,10.7522,https://mathshistory.st-andrews.ac.uk/Biographies/Nygaard/,Kristen Nygaard,80,https://en.wikipedia.org/wiki/Kristen_Nygaard,1962
64a483d0af31172b76211898,"Developed the FORMAC programming language. She was also the first to write extensively about the history and categorization of programming languages in 1969, and became the first female president of the Association for Computing Machinery in 1974.",U.S.A,20,"“programming languages”  , “software engineering”",https://ieeecs-media.computer.org/wp-media/2018/03/29214939/jeansammet-e1522360220997.jpg,"Jean E. Sammet (1928-2017) was an American computer scientist and software engineer. She played a crucial role in the development of the programming language COBOL and was heavily involved in its standardization. Sammet also made significant contributions to programming language theory and software engineering methodologies, leaving a lasting impact on the field.",40.7123,-74.0064,,Jean E. Sammet,81,https://en.wikipedia.org/wiki/Jean_E._Sammet,1962
64a483d0af31172b76211899,"Best known for inventing the computer mouse, with Bill English; pioneer of human–computer interaction whose Augment team developed hypertext, networked computers, and precursors to GUIs",U.S.A,20,"“human-computer interaction” , “hardware”",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Douglas_Engelbart_in_2008.jpg/220px-Douglas_Engelbart_in_2008.jpg,"Douglas Engelbart (1925-2013) was an American computer scientist and inventor. He is best known for inventing the computer mouse and pioneering several key concepts in human-computer interaction. Engelbart's groundbreaking work at the Stanford Research Institute contributed to the development of graphical user interfaces, hypertext, and collaborative tools, shaping the future of computing.",45.5153,-122.6784,,Douglas Engelbart,82,https://en.wikipedia.org/wiki/Douglas_Engelbart,1963
64a483d0af31172b7621189a,"Co-founder of Artificial Intelligence Lab at Massachusetts Institute of Technology, author of several texts on AI and philosophy. Critic of the perceptron.",U.S.A,20,“artificial intelligence”,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Marvin_Minsky_at_OLPCb.jpg/220px-Marvin_Minsky_at_OLPCb.jpg,"Marvin Minsky (1927-2016) was an American cognitive scientist and computer scientist. He co-founded the field of artificial intelligence (AI) and made significant contributions to the development of AI, cognitive psychology, and robotics. Minsky's work on neural networks, perception, and machine learning has had a profound impact on the field of AI.",40.7132,-74.0063,,Marvin Minsky,83,https://en.wikipedia.org/wiki/Marvin_Minsky,1963
64a483d0af31172b7621189b,"Known for his groundbreaking work in computer graphics and interactive technologies. Sutherland is credited with inventing Sketchpad, an early computer-aided design (CAD) system that allowed users to interact with graphical objects using a light pen. His work laid the foundation for many subsequent developments in computer graphics, including the development of 3D modeling and rendering techniques. Sutherland also made significant contributions to virtual reality, human-computer interaction, and computer-aided surgery. He received the Turing Award in 1988 for his pioneering contributions to computer graphics. Sutherland's work has had a lasting impact on the field of computer science and has influenced generations of researchers and practitioners.",U.S.A,20,"“human-computer interaction” , “computer graphics”",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Ivan_Sutherland_at_CHM.jpg/220px-Ivan_Sutherland_at_CHM.jpg,"Ivan Sutherland (born 1938) is an American computer scientist and pioneer in the field of computer graphics. He is known for his groundbreaking work on Sketchpad, the first graphical user interface, and for his development of the ""Sutherland-Hodgman"" algorithm for polygon clipping. Sutherland's contributions have had a profound impact on computer graphics and human-computer interaction.",40.5863,-98.39,,Ivan Sutherland,84,https://en.wikipedia.org/wiki/Ivan_Sutherland,1963
64a483d0af31172b7621189c,"Computer designer for Olivetti, designed one of the first electronic programmable calculators, the Programma 101",Italy,20,“personal computing”,https://1.bp.blogspot.com/-VlF3wLas_0E/X-O5Cm0c8fI/AAAAAAAAVfU/lS12O9q8iGYy8k9Y4kEIOego5eesgQFPQCLcBGAsYHQ/s0/download.jpg,"Pier Giorgio Perotto (1930-2020) was an Italian engineer and computer scientist. He is credited with inventing the Programma 101, the first commercially available personal computer. Perotto's work on the Programma 101 revolutionized the computing industry, making computers accessible to a wider audience and paving the way for the future of personal computing.",45.0703,7.687,,Pier Giorgio Perotto,85,https://en.wikipedia.org/wiki/Pier_Giorgio_Perotto,1964
